clip_key,corpus,clip_idx,video_id,category,duration_s,t,start_s,end_s,scene_spatial_gap,agent_action_gap,control_gap,visual_gap,dominant_type,dominance_margin,visual_minus_control
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,2,2.98,4.47,0.22716831674311588,0.059109490014451316,0.04187695813270842,0.22716831674311588,scene_spatial,0.16805882672866457,0.18529135861040746
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,3,4.47,5.96,0.20117781338897067,0.04585053094370595,0.04072026582080368,0.20117781338897067,scene_spatial,0.15532728244526472,0.160457547568167
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,4,5.96,7.45,0.16386084895729902,0.04098281586000585,0.05071337187011404,0.16386084895729902,scene_spatial,0.12287803309729317,0.11314747708718498
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,5,7.45,8.94,0.1448185648303969,0.0296307054974978,0.044927520234171014,0.1448185648303969,scene_spatial,0.1151878593328991,0.09989104459622589
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,6,8.94,10.43,0.1697106720990882,0.035061770404308246,0.046464012183510706,0.1697106720990882,scene_spatial,0.13464890169477994,0.12324665991557748
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,7,10.43,11.92,0.17248819115716385,0.03849199644555401,0.09974527883050133,0.17248819115716385,scene_spatial,0.13399619471160984,0.07274291232666252
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,8,11.92,13.41,0.19866006169123118,0.03468669660294077,0.18535011088713282,0.19866006169123118,scene_spatial,0.1639733650882904,0.013309950804098358
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,9,13.41,14.9,0.1831248585885077,0.03908317996577515,0.18339128458493037,0.1831248585885077,scene_spatial,0.14404167862273254,-0.00026642599642268117
inbench_clip_09_TF4q9y0rJoc_000000_000010,inbench,9.0,TF4q9y0rJoc_000000_000010,Sports,16.39,10,14.9,16.39,0.010354975403558564,0.01719523513654142,0.03294403280949443,0.01719523513654142,agent_action,0.006840259732982856,-0.015748797672953008
inbench_clip_11_z8Q-s8AthrA_000002_000012,inbench,11.0,z8Q-s8AthrA_000002_000012,Sports,16.39,0,0.0,1.639,0.2567701514725387,0.6471764276602607,0.008510133015943055,0.6471764276602607,agent_action,0.39040627618772206,0.6386662946443177
inbench_clip_11_z8Q-s8AthrA_000002_000012,inbench,11.0,z8Q-s8AthrA_000002_000012,Sports,16.39,1,1.639,3.278,0.26858376690026664,0.20079232319517004,0.037321231265376786,0.26858376690026664,scene_spatial,0.0677914437050966,0.23126253563488985
inbench_clip_11_z8Q-s8AthrA_000002_000012,inbench,11.0,z8Q-s8AthrA_000002_000012,Sports,16.39,2,3.278,4.917,0.24252853393576235,0.10258833694312042,0.12263136616593007,0.24252853393576235,scene_spatial,0.13994019699264193,0.11989716776983228
inbench_clip_11_z8Q-s8AthrA_000002_000012,inbench,11.0,z8Q-s8AthrA_000002_000012,Sports,16.39,3,4.917,6.556,0.054019292436992106,0.02435612666472231,0.12507279822879125,0.054019292436992106,scene_spatial,0.029663165772269795,-0.07105350579179914
